其他技术职位,其他技术职位,4-6K,ccad,上海 崇明区 城桥,经验不限,大专,招聘岗位：岩土工程勘察招聘数量：1名岗位要求：1、大专以上学历，岩土工程、土木工程、建筑工程等相关专业毕业。2、工作踏实，认真负责，能吃苦耐苦，团队合作。3、按項目勘察纲要要求，组织勘察施工，整理汇总资料，编制岩土勘察报告。4、符合条件，表现优秀者，公司作后备人才培养，保持员工队伍稳定。5、工作地址在上海市崇明区。
其他技术职位,其他技术职位,4-8K,丽晶软件,上海 闵行区 七宝,1-3年,大专,、负责对公司产品的技术维护、产品BUG跟进工作；2、完成产品测试、部署、调试的相关工作；3、为客户提供系统培训，协助项目经理经理进行实施。任职资格：（1）、大专以上学历，计算机或相关专业；（2）、熟悉SQL Server，MySQL数据库，熟练掌握Windows操作系统及网络的相关技术；（3）、熟悉WEB支持软件，如：IIS、Apache等；（4）、良好的表达沟通能力、工作热情、积极主动、有耐心；（5）、能够吃苦耐劳，能承受工作压力；
其他技术职位,其他技术职位,5-8K,卓聪环保科技,上海 杨浦区 鞍山,3-5年,学历不限,岗位职责：1、按照项目中心（分公司项目部）要求承担项目实施工作并整理出项目小结。2、根据项目中心指派完成售前支持。3、根据项目要求负责技术方案编写。4、根据需求参与项目小组工作。5、根据项目中心要求，完成方案讲解和产品介绍。6、完成领导交办工作。任职要求：1、中专及以上学历，具有电力、通信系统相关专业知识，年龄25-40岁。2、具有通信或电力相关行业工程维护3年以上工作经验，熟悉电力、通信行业规范、行业设备、运维要求。3、良好的人际交往、团队合作及沟通能力，有较强的随机应变能力和学习能力。4、良好的吃苦耐劳品质，能接受出差安排。5、具有通信网络CCNA\CCNP、IBM、HP、Intel相关资格证书者或者高压进网操作许可证、电工职业认证优先考虑。
其他技术职位,其他技术职位,10-20K,风语筑,上海 静安区 大宁,3-5年,本科,1、负责结构及零部件相关的结构强度、刚性、被动安全、疲劳耐久等分析工作，协助结构性能相关的分析体系建立；2、负责CEA分析报告的编制与主机厂前期技术交流；3、负责CAE模型的建模与后台处理；4、负责对结构设计提出优化方案；5、负责轻量化设计方案制定；6、负责编制CAE分析标准。任职资格：1性别不限，年龄21到40，机械、车辆工程等力学专业本科以上学历；2有相关工作经验3年以上的。3会使用相关分析软件
其他技术职位,其他技术职位,4-8K,盛蒙创,上海 闵行区 颛桥,1-3年,大专,职位描述：1. 负责产品的质量监测、选型、或对原厂选型方案进行把关复核；2. 提供公司内部有关产品的技术培训工作；3. 负责与客户的产品技术交流、招投标支持、培训、样品管理、资料库建设等；4. 参与技术方案，协助销售完成重要项目的技术方案；5. 配合完成项目实施、验收调试等后续工作；协助解决用户在产品使用过程中遇到的问题等。 职位要求：1. 机械或仪表自控相关专业，本科以上学历；2. 较强的责任感和很好的团队合作精神，具备很强的自学能力，能够承受一定的工作压力；3. 有一定的逻辑分析能力，条理性强，有较好的语言表达与一定的讲解能力；4. 三年以上技术支持工作经验，有相关行业背景； （做过阀门、流量仪表等产品的技术支持或在相关生产制造厂做过技术工作的优先且待遇从优考虑。）5. 良好的英语读写听说能力。 本行业技术性强，培养员工不易。新员工一般需半年熟悉产品。诚聘诚恳有毅力人才与公司共同发展
其他技术职位,其他技术职位,4-6K,迈济科技,上海 杨浦区 四平路,经验不限,大专,岗位描述1、 负责3D打印机的售前技术支持2、 负责3D打印机及相关产品送货安装调试以及客户培训。3、 负责3D打印机的售后技术服务工作，维护好客户关系，挖掘二次销售机会4、 根据客户提供的三维模型用3D打印机打印样品、手板等5、 收集市场上的3D打印机技术信息、与3D打印机厂商保持良好沟通，及时跟进技术革新和获取支持。任职要求1、 全日制大专以上学历，机械类、数控类、自动化、计算机等相关专业；2、 熟练掌握三维设计软件，如：Geomagic、CAD/CAM、UG、solidwork、3DMax其中的一到两种；3、 较强的学习能力和动手能力，对新事物有求知欲，自学能力强；4、 具有高度的责任心及团队协作能力，并能独立完成工作；5、 良好的沟通能力及组织协调能力；6、 主动和自信、吃苦耐劳，较强的环境适应能力；
其他技术职位,其他技术职位,8-10K,泰如一,上海  ,5-10年,大专,岗位职责： 1. 按照公司流程进行工程技术方案编写、技术交流、投标支持等工作；2. 与客户沟通，了解客户需求，能够根据用户的需求编写解决方案； 3. 熟悉水处理行业国家规范、标准及法规；了解施工质量、安全、工期、技术等管理知识； 4. 参与图纸会审、设计交底工作，熟悉水处理等工艺设计，并提出合理化建议； 5. 参与对工程运行阶段的技术跟踪；负责编写项目设计计划、工艺运行总结报告、工程操作手册等； 6. 有一定现场工作经验，熟悉水处理行业相关专业的国家标准和规范，熟悉行业设备操控及故障处理； 7. 完成领导交付的各项临时性工作。 任职要求： 1. 环境工程、水处理、给排水、生态学或相关专业本科及以上学历；2. 熟悉中央空调循环水系统的结构，掌握常规水系统的处理手段；3. 熟悉水处理工艺流程、设计规范及标准； 4. 具有娴熟的沟通及语言表达能力； 5. 良好的团队合作精神；较强的学习能力；强烈的责任心。 6. 强烈的客户服务意识，善于钻研，品质意识强。
其他技术职位,其他技术职位,5-10K,多吉山,上海 松江区 泖港,经验不限,本科,岗位描述:1.负责蔬菜生产农业技术研发工作；2.负责对生产工人进行技术指导和培训。任职条件:1.园艺、农学、设施农业等农业相关专业毕业，本科学历以上；2.应届毕业生或两年以上蔬菜种植相关工作经验；3.吃苦耐劳，勤劳踏实，热爱农业。
其他医疗技术职位,其他技术职位,4-5K,复星长征,上海 宝山区 上海大学,应届生,大专,协助研发人员完成单抗，化学发光等研发项目的实验工作岗位职责：1、有1年以上从事动物实验、化学实验相关工作的经验；2、主要负责新产品的研究开发和本公司已有产品的改进；3、了解国内外诊断试剂的发展动态，对产品和技术的引进开发提出可行性建议；4、具有独立开发与合作开发能力。岗位需求：1、生物化学等相关专业，专科或以上学历；2、具有团队协作精神；3、良好的英文读、说、听、写能力，有体外诊断试剂或相关行业的同类工作经验。
其他技术职位,其他技术职位,5-7K,康德莱制管,上海 嘉定区 江桥,1年以内,大专,1. 协助技术员在技术研发的产品设计输出的基础上，建立和完善产品的技术文档，包括产品图纸、各项验证报告、技术标准、检验规范、技术工艺文件、包装图纸、标签等等信息；对技术文档的有效性进行日产管理；2. 协助负责产品的工艺验证工作，做好各项验证的原始数据记录，确保依据充分，数据准确和完善，以便正确得出验证结论；对于验证中发生的不符合或者异常问题，及时传递设计员处置。并按照处置意见进行记录和再验证；3. 协助编制产品计划订单所需的产品图纸、包装设计等技术资料，做到准确及时；4. 协助负责建立外贸订单的产品技术档案，对不同客户的产品定单进行技术要求和图纸的整理、更改控制和归档管理工作；5. 协助负责产品生产工艺流程的设计，并进行工艺规范和有关技术文件的编制和管理，确保正确指导生产；6. 实施产品、工艺及装备的技术改进，协助解决生产过程中技术、工艺、质量问题；
其他技术职位,其他技术职位,4-8K,锦拓化工,上海 青浦区 练塘,3-5年,硕士,"1、3-5年以上涂料调色经验, 能独立进行打板配色 2、辨色能力强，熟练颜色效果调配（实色漆、立面漆、珠光漆、银粉漆、锤纹漆等效果颜色均能调色） 3、熟悉施工现场色差问题处理 4、具有良好的协调能力,善于沟通 5、具有良好的团队精神，性格开朗,能吃苦耐劳"
其他技术职位,其他技术职位,5-10K,上海顾翔制冷设备...,上海 闵行区 颛桥,5-10年,学历不限,维修技师优先！
其他医疗健康类职位,其他技术职位,8-15K,众鑫保,上海 浦东新区 塘桥,1-3年,本科,1.寿险、健康险核保规则、政策、作业流程等相关核保制度拟定和维护；2.核保数据分析、业务风险分布状况分析，积累专业数据经验；3.相关经验和业务流程内部培训支持；4.总对总业务、再保业务等合作支持；
其他技术职位,其他技术职位,25-40K,上海定卓,上海 静安区 大宁,5-10年,本科,"全栈工程师岗位要求：1、熟练掌握至少3种Java，jquery，nodejs，vue，css等技术，具备4年以上的开发经历；2、熟练掌握至少3种MySQL、mongoDB、es、redis或者其它nosql的使用；3、了解掌握至少1种Hadoop/Hive/Hbase/Storm/Spark等大数据技术的使用，并针对各种疑难问题的研究和解决；4、对算法、数据结构以及后台开发（PHP/Python/Scala/shell等）有一定了解,了解一门非Web前端脚本语言者优先；5、具备良好地分析，定位以及解决问题的能力，攻克技术问题的方法以及顶尖的代码动手编写能力；6、具备很强的沟通能力，高度的责任心和强大的耐心；7、具备面对对象的思维做程序设计，掌握各种设计模式；岗位职责：1.负责公司前沿技术的跟踪、调研，并进行相应的测试、研发，通用研发工具、类库规范制定与实施；2.负责公司前沿技术的整合、应用转化，擅长使用开源框架，在某个领域内对开源框架有一定的审美，做过选型研究，解读过部分或者全部源码，掌握实现原理，快速应用至公司业务线；3.负责协助部门总监，协调、参与部门与公司其他部门的协同工作，不限于参与公司重大项目的研发，业务代码编写等要求；"
其他技术职位,其他技术职位,5-10K,相舆科技,上海 黄浦区 人民广场,经验不限,学历不限,电子电气产品结构设计、优化、运动结构选型、材料、工艺选型
其他技术职位,其他技术职位,8-15K,北京元茂兴,上海 普陀区 长征,1-3年,本科,熟练使用C++
其他医疗技术职位,其他技术职位,7-10K,执诚生物,上海 浦东新区 周浦,3-5年,本科,1、所辖区域的产品的售前、售后技术服务工作；2、新人培训、以及产品培训工作（针对销售人员、客户等进行的产品培训）3、分管区域技术人员的日常管理工作4、完成上级管理人员布置得其他工作。任职资格:1、生物技术、临床检验、化工、药学等相关医学化工类专业；2、三年以上生化、免疫类仪器的应用调试的工作经验；3、能适应出差。
其他技术职位,其他技术职位,17-23K,天牧信息,上海 长宁区 虹桥,3-5年,本科,3-5年经验。   有能力搭建车载通讯单元系统经验。
其他技术职位,其他技术职位,10-16K,因士科技,上海 宝山区 吴淞,3-5年,本科,岗位职责：1、从事气相色谱仪的研发；2、从事应用技术的研发。任职资格：1、化学，化工，机械，电子，自动化等相关专业；2、有一定的抗压能力；3、有团队协作精神
其他医疗技术职位,其他技术职位,5-8K,北京信德安康医疗器械,上海 徐汇区 漕河泾,1-3年,本科,康复治疗技术专业毕业
其他技术职位,其他技术职位,9-10K,上海逸茂,上海 松江区 九亭,1年以内,高中,"会电气机箱机柜操作台的结构设计,并能熟练应用Solidworks及CAD软件"
其他职位,其他技术职位,10-20K,美菜网,上海 徐汇区 徐家汇,经验不限,学历不限,负责区域内给商户送货，送完下班
其他技术职位,其他技术职位,30-60K,永佳盛,上海 浦东新区 陆家嘴,3-5年,本科,AI芯片编译器及工具链高级研发工程师 (上海） 工作职责:1、地平线芯片/FPGA上编译器及工具链软件的部分设计及研发；2、地平线面向BPU芯片的模型性能调优工具的部分设计及研发；3、地平线BPU芯片指令集架构的设计与优化的部分设计及研发。 任职资格：1、3-10年工作经验；2、熟悉linux/unix平台上的C/C++、python编程；3、理解常用数据结构和算法；4、有求知欲、好奇心，对计算机如果工作、AI如何工作感兴趣；5、满足如下条件者优先：a) 芯片工具链、虚拟机、模拟器、系统级高性能计算库的开发；b) 深度学习执行引擎的开发；c) 了解计算机体系结构及相关量化分析方法；d) 有底层代码优化经验；e) 熟悉计算机视觉开发环境相关研发（OpenCV，Halide等）；f) 熟悉异构编程环境的相关研发(CUDA，OpenCL、OpenVX、OpenACC等)。
其他技术职位,其他技术职位,10-11K,上海崇基,上海 静安区 火车站,3-5年,本科,技术工程师:（年薪15～50万元）（1） 技能：①锅炉、热能、自动化、暖通、机电等相关专业本                  科或以上。                    ②对项目工程管理有一定的经验。                    ③熟悉计算机操作（AUTOCAD机械绘图软件等）。                    ④能承受一定的工作压力和外地出差，工作认真、正直、勤奋。（2） 职位描述： ①  对销售人员给予技术支持。                             ②  主导项目执行进程管理。                             ③   工程概算及系统设计规划。                             ④   标书制作。
其他技术职位,其他技术职位,5-7K,好卓机电,上海 静安区 大华,3-5年,本科,ab可编程控制器编写程序、调试。建立数据库
其他技术职位,其他技术职位,4-6K,上海邦卓电子设备...,上海  ,1-3年,中专/中技,岗位职责 1、根据公司项目的要求，提供项目前期技术支持；配合销售人员为客户提供全面技术服务。 2、负责公司音视频项目场地勘察、方案设计、编制配置清单及方案说明；对图纸及施工中出现的问题及时提出行之有效的解决方案及现场技术支持。 3、负责音视频项目安装，项目设置、连接和音视频设备综合安装调试技术支持，为客户演示及培训。 任职要求 1、熟悉音视频智能系统（投影、音响、拼接屏、LED、会议系统、监控、计算机网络等多媒体设备）。 2、有3年以上技术支持工作经验、熟悉电工知识、影音智能系统、网络原理者优先考虑。 3、熟练掌握CAD制图软件。 4、具有较强的沟通、表达、协调能力及逻辑思维能力。 5、有驾照者优先考虑。
其他技术职位,其他技术职位,5-8K,上海联诺信息,上海 浦东新区 源深,1年以内,高中,1.负责公司所有客户合同内的打印机维修；2.熟悉惠普、施乐等主流厂商的打印机设备；
其他技术职位,其他技术职位,7-10K,临澜,上海 闵行区 吴泾,经验不限,本科,1.  职位名称：水文/测绘工程师2. 职位职责：经过短时间学习能从事水文站点设备维护，与同事合作完成河道比测率定等基础工作；经过一段时间学习后能够出具河道比测报告，有一定文字功底，能够独立撰写简单的验收报告等技术文件；能够满足客户的要求3. 职位培养目标：项目负责人4. 专业要求：水文水资源、测绘、水利等相关专业，其他有志于学习从事水文测绘行业的青年亦可。5. 学历要求：本科6. 其他要求：对待工作认真负责，有一定的学习能力，能够独立思考解决问题。7. 福利待遇：四险一金，提供住宿，年终2-5薪
其他采购/贸易类职位,其他技术职位,3-5K,VIKITEK,上海 闵行区 浦江,1-3年,大专,采购助理岗位职责：1、负责供应商资料的整理；2、负责签订合同的申请流程；3、订单，付款，供应商商务条件录入系统，库存管理；4、部门日常事务（签收快递，来货初检；物料送检，检验合格后入库及其他临时性事务工作）。任职资格：1、大专及以上学历，计算机、信息工程及相关专业优先；2、熟练操作电脑办公软件；3、了解采购各项事务的操作流程，并能实际操作运用；4、沟通协调能力较强，团队凝聚力；5、灵活主动、诚实守信、有优秀的合作精神。
其他技术职位,其他技术职位,4-7K,宏强富瑞技术,上海 长宁区 北新泾,1年以内,本科,技术导师的主要工作是下店给客户培训培训仪器
其他技术职位,其他技术职位,4-6K,震儒贸易,上海 嘉定区 江桥,1-3年,学历不限,门店打印机技术人员：主要负责客户打印机维修服务，新打印机安装等，
其他技术职位,其他技术职位,3-5K,晟晨面包房,上海 奉贤区 南桥,1-3年,中专/中技,2年左右的工作经验，吃苦耐劳，接受有订单时加班，对工作对客户负有责任心。
其他技术职位,其他技术职位,8-15K,九思建筑,上海 杨浦区 长阳路,经验不限,学历不限,VR造景师职位描述:搭建建筑场景，利用VR技术表现建筑空间。无VR技术经验者，公司会安排基础培训。任职要求:1、对新事物、新技术有强烈的求知欲，学习、研究能力强。2、优秀的美术功底，懂构图、色彩与光线；尺度感与画面美感好。3、从事过建筑摄影、效果图渲染与后期制作、建筑设计者优先。
其他技术职位,其他技术职位,5-10K,星妃国际,上海 闵行区 浦江,1年以内,学历不限,岗位描述：1、负责新客户的开拓，客户信息的搜集2、定期拜访客户，销售公司产品3、与客户进行沟通，及时掌握客户需要，了解客户状态4、定期对客户档案进行分析、整理，提供销售分析数据任职要求：1、学历不限2、性格外向 有上进心 有理想 有目标 想赚钱工作时间： 9:00-6:00  周末休息
其他技术职位,其他技术职位,5-10K,星妃国际,上海 闵行区 浦江,经验不限,学历不限,岗位描述：1、负责新客户的开拓，客户信息的搜集2、定期拜访客户，销售公司产品3、与客户进行沟通，及时掌握客户需要，了解客户状态4、定期对客户档案进行分析、整理，提供销售分析数据有做过美容行业者优先任职要求：1、学历不限2、性格外向 有上进心 有理想 有目标 想赚钱工作时间： 9:00-6:00  周末休息
其他职位,其他技术职位,6-9K,美菜网,上海 普陀区 武宁,经验不限,学历不限,"工作职责美菜网（www.meicai.cn）于2014年6月6日正式诞生，已完成D轮融资，是目前全球领域最先进智能的农产品移动电子商务平台。我们致力于用我们的全智能化供应链体系改变整个中国农业市场，让农产品真正实现从田间直达餐桌,从地头直达终端消费者!未来必将成为农产品电子商务领域的一家万亿级伟大企业。 岗位职责与薪酬：1、美菜生活平台商户数据分析和统计2、合作商户的开发和维护；3、公司日常行政内务4、薪资待遇：九点上班打卡然后随你嗨，周休1天，无责底薪4000加提成3000-12000元／月【五险一金】5、晋升通道：M0－主管－城市经理-城市总-大区总-销售总监-CEO任职要求：1、互联网＋餐饮／娱乐兴趣浓厚，擅长office办公软件尤其是excel；2、口活好，上能搞定客户，下能品鉴美食；3、如果你足够有趣，去TMD前面两条；4、如果你足够漂亮／帅气，去TMD前面三条！5、地址：静安区太阳山路188弄（欢迎勾搭）任职资格1、大专以上学历，应届毕业生或一年以上销售经验，抗压能力强； 2、有快消品行业销售经验、互联网公司地推经验、同行业销售工作经验优先考虑； 3、性格外向，具有较强的沟通表达能力，注重团队合作，拥有良好的客户服务意识。 本岗位就近分配，试用期无责底薪4000+提成，广阔的晋升空间，优越的企业文化；一经录用正常缴纳六险一金，享受国家法定节假日、节日福利、年终奖、年休假等各项福利待遇！没有固定上班时间，不打卡，真正的弹性工作制！无限量供应的零食和饮料，让你迅速成为胖纸！室内空气净化器，让你在办公的时候享受干净的空气！温馨简约的办公环境，你可以在任意你喜欢的地方办公！每年定期的单身party,让你遇上心仪的他/她！任你嘲讽的CEO和充满真诚的薪酬福利体系！以及让你可以有钱就是任性的股票期权！我们需要你的加入，让我们一同在可见的未来开创互联网市场的新领域！ 工作地址：就近分配。团队介绍美菜网（www.meicai.cn）于2014年6月6日正式诞生，已完成D轮融资，是目前全球领域最先进智能的农产品移动电子商务平台。我们致力于用我们的全智能化供应链体系改变整个中国农业市场，让农产品真正实现从田间直达餐桌,从地头直达终端消费者!未来必将成为农产品电子商务领域的一家万亿级伟大企业。 没有固定上班时间，不打卡，真正的弹性工作制！无限量供应的零食和饮料，让你迅速成为胖纸！室内空气净化器，让你在办公的时候享受干净的空气！温馨简约的办公环境，你可以在任意你喜欢的地方办公！每年定期的单身party,让你遇上心仪的他/她！任你嘲讽的CEO和充满真诚的薪酬福利体系！以及让你可以有钱就是任性的股票期权！我们需要你的加入，让我们一同在可见的未来开创互联网市场的新领域！"
其他医疗技术职位,其他技术职位,10-11K,上海吉象,上海 徐汇区 肇嘉浜路,3-5年,本科,岗位职责：1、 负责健康助理日常工作调度。2、 负责与患者接洽，收集患者就诊前期信息。3、 负责部门文件流转、存档、审核及批准。4、 负责协调患者车辆安排。4、 负责协调医院工作的衔接，渠道维护，患者陪同的安排工作。5、 负责把控导诊环节各流程，及时处理突发问题。6、 负责协调、维护、改进及完善医资平台，使其顺畅运作。任职要求：1、本科及以上学历，公共关系、医疗背景、生物工程、药学等相关专业背景优先考虑；2、5 年以上相关工作经验，熟悉医院运作流程；4、组织和协调能力优秀，强烈的团队合作精神。
其他职位,其他技术职位,7-10K,宏强富瑞技术,上海 浦东新区 川沙,1年以内,本科,客户维修工程师职位描述：负责所属区域客户所购买的HONKON及相关产品的设备维护，保障以上设备在客 户处良好的运行，提高客户满意度并协助客户代表向客户推荐HONKON相应产品；负责完成维修部 制定的工作目标；负责向客户推荐公司化妆品和配件确保月度业绩目标的完成；负责维修友商仪器。 任职资格：1、大专及以上学历，电子、医疗器械、电器、自动化、英语等专业； 2、1年以上生产车间工作经验，通晓维修所需各机型的专业知识； 3、熟悉公司产品的各项原理和组装细节；       4、熟悉电子电路产品装配技术了解医用激光器工作原理；     5、出色的沟通协调能力、问题发现与解决能力，能自我激励自我指导，有驾照者优先； 6、经过三个月培训后，能通过公司相应产品维修考核且熟练掌握HONKON相应产品的工艺及基本临床 操作技能；       7、吃苦耐劳、勤奋上进能经常出差；做事认真、踏实、责任心强。
其他医疗健康类职位,其他技术职位,5-10K,宏强富瑞技术,上海 浦东新区 川沙,1年以内,大专,客户技术导师岗位职责：负责客户运营区域内仪器的操作培训、临床技术指导、医疗美容中心的公司项目的策划支持、全套 解决方案的讲解、化妆品的推荐；负责培训客户使用仪器设备化妆品、配件等；完成全年区域的配 件、化妆品销售任务； 任职资格：1、年龄35岁以下，能长期出差；       2、大专及以上学历，医学、药学、美容、护理等专业，英语CET-4级以上； 3、1年以上医院、美容院工作经历或医院实习经历或销售经验者优先； 4、出色的沟通能力，有说服力和影响力，良好的表达能力，能够自我激励自我指导； 5、具有很强的责任心，进取心和成就欲，能承受很大的工作压力，良好的客户服务意识和诚信意识； 6、具有一定的市场开拓能力，拥有良好的团队精神和职业道德。
其他技术职位,其他技术职位,8-15K,牧厚智能,上海 嘉定区 菊园新区,3-5年,本科,懂c语言程序，有做过数控行业二次开发及界面开发经验
其他生产制造职位,其他技术职位,4-6K,聚科光电,上海 嘉定区 嘉定镇,经验不限,大专,岗位说明：1．此岗位是代中国科学院上海光学精密机械研究所进行招聘，我公司作为上光所下属企业，代为招聘，面试及工作地点均在上光所。2．工作地点：上海市嘉定区中国科学院上海光学精密机械研究所3．劳动关系：挂靠于上海光学精密机械研究所大恒公司岗位要求：1．光学、光学工程、精密机械、电子或物理相关专业，大专以上学历，能吃苦，善钻研。2．主要负责光电仪器单元模块的设计制作、装配调试。3．试用期三个月，有相关工作经验者优先，待遇面议。4．请有意者先发送简历到：***** 以备初选。工作地址上海市嘉定区中国科学院上海光学精密机械研究所
